Elettrone,Riflessione speculare,0
Legge di gravitazione universale,Principi della dinamica,0
Capacità elettrica,Elettroscopio,0
Spostamento (cinematica),Moto (fisica),1
Energia potenziale,Distanza (matematica),1
Magnetismo,Temperatura,0
Legge di Snell,Lunghezza,0
Sistema di riferimento inerziale,Urto elastico,0
Forza,Costante di gravitazione universale,0
Potenziale elettrico,Energia potenziale elettrica,1
Elettrone,Campo (fisica),0
Energia,Magnetismo,0
Forza di Coulomb,Elettrone,0
Accelerazione di gravità,Spostamento (cinematica),1
Caduta libera,Interazione gravitazionale,1
Spettro di emissione,Radiazione elettromagnetica,1
Livello energetico,Elettrone,0
Momento meccanico,Legge di Hooke,0
Lavoro (fisica),Vettore (matematica),1
Lunghezza d'onda,Spettro di emissione,0
Accelerazione,Campo gravitazionale,0
Capacità elettrica,Distanza (matematica),0
Temperatura,Scorrimento viscoso,0
Accelerazione,Campo magnetico,0
Accelerazione,Radiazione elettromagnetica,0
Lunghezza d'onda,Luce,0
Differenza di potenziale elettrico,Magnete,0
Massa (fisica),Accelerazione,0
Energia potenziale,Elettrostatica,0
Isolante elettrico,Distanza (matematica),0
Coulomb,Massa (fisica),0
Velocità,Dispersione ottica,0
Vettore (matematica),Caduta libera,0
Joule,Energia potenziale elettrica,0
Elettrone,Isolatore,0
Legge di Hooke,Frequenza,0
Energia meccanica,Attrito,0
Forza,Coulomb,0
Distanza (matematica),Accelerazione di gravità,0
Magnete,Differenza di potenziale elettrico,0
Dispersione ottica,Onda,1
Onda stazionaria,Interferenza (fisica),1
Elasticità (meccanica),Resistenza meccanica,0
Magnetismo,Campo elettrico,0
Urto,Fisica,1
Campo magnetico,Elettrostatica,0
Isolatore,Elettrostatica,0
Campo elettrico,Conduttore elettrico,0
Lunghezza,Resistenza elettrica,0
Resistenza meccanica,Fisica,1
Joule,Differenza di potenziale elettrico,0
Velocità,Intensità acustica,0
Campo magnetico,Lunghezza,0
Intensità acustica,Distanza (matematica),0
Telescopio,Radiazione elettromagnetica,0
Indice di rifrazione,Riflessione interna totale,0
Caduta libera,Moto parabolico,0
Ampiezza,Legge di Snell,0
Intensità acustica,Potenza (fisica),1
Forza,Sistema di riferimento,0
Chilogrammo,Ohm,0
Lunghezza d'onda,Indice di rifrazione,0
Spettro di emissione,Fisica,1
Lavoro (fisica),Lunghezza,0
Potenza (fisica),Momento meccanico,0
Energia meccanica,Livello energetico,0
Energia meccanica,Spostamento (cinematica),1
Sistema di riferimento non inerziale,Sistema di riferimento inerziale,0
Fisica,Accelerazione,0
Principio di Huygens-Fresnel,Interferenza (fisica),0
Moto (fisica),Posizione,0
Velocità,Urto elastico,0
Vettore (matematica),Posizione,0
Campo gravitazionale terrestre,Energia potenziale,0
Distanza (matematica),Potenziale elettrico,0
Posizione,Grandezza fisica,0
Temperatura,Campo magnetico,0
Diffusione ottica,Elettrone,0
Velocità,Diffusione ottica,0
Onda,Magnete,0
Massa (fisica),Chilogrammo,0
Tensione (meccanica),Onda trasversale,0
Campo elettrico,Effetto fotoelettrico,0
Caduta libera,Campo gravitazionale terrestre,0
Accelerazione,Boom sonico,0
Massa (fisica),Attrito,0
Telescopio,Dispersione ottica,0
Frattura (meccanica),Resistenza meccanica,0
Lunghezza d'onda,Fisica,1
Equazione del moto,Spostamento (cinematica),1
Lunghezza,Legge di Snell,0
Temperatura,Magnetismo,0
Forza,Moto (fisica),0
Onda,Lunghezza d'onda,0
Moto (fisica),Indice di rifrazione,0
Urto elastico,Energia potenziale,0
Metro,Campo gravitazionale terrestre,0
Campo elettrico,Forza elettromotrice,0
Campo (fisica),Energia,0
Forza,Magnete,0
Posizione,Velocità,0
Forza di Coulomb,Forza,0
Vettore (matematica),Forza,0
Pianeta,Moto (fisica),0
Massa (fisica),Campo elettrico,0
Vettore (matematica),Lunghezza,0
Elettrone,Magnete,0
Principi della dinamica,Equazione del moto,0
Indice di rifrazione,Campo magnetico,0
Ampiezza,Distanza (matematica),0
Durezza,Forza,1
Vettore (matematica),Elettrostatica,0
Onda d'urto (fluidodinamica),Boom sonico,0
Forza di Coulomb,Linea di campo,0
Magnete,Lunghezza,0
Differenza di potenziale elettrico,Circuiti in serie e in parallelo,0
Temperatura,Elasticità (meccanica),0
Onda trasversale,Indice di rifrazione,0
Livello energetico,Energia meccanica,0
Hertz,Velocità,0
Attrito,Massa (fisica),0
Massa (fisica),Distanza (matematica),0
Campo elettrico,Forza di Coulomb,1
Elettrone,Diffusione ottica,0
Principio di Huygens-Fresnel,Ampiezza,1
Radiazione elettromagnetica,Conduttore elettrico,0
Onda,Effetto Doppler,0
Fisica,Massa (fisica),0
Telescopio,Spettro elettromagnetico,0
Elettrone,Microscopio ottico,0
Ohm,Potenza (fisica),0
Coulomb,Joule,0
Energia potenziale,Onda,0
Spettro elettromagnetico,Energia,1
Diffusione ottica,Fisica,1
Effetto fotoelettrico,Elettroscopio,0
Energia,Campo magnetico,0
Forza,Tensione (meccanica),0
Lavoro (fisica),Energia potenziale elettrica,0
Rigidezza,Durezza,0
Interazione gravitazionale,Legge di gravitazione universale,0
Velocità,Campo (fisica),0
Fisica,Spostamento (cinematica),0
Metro,Energia,0
Campo gravitazionale terrestre,Spostamento (cinematica),1
Attrito,Momento meccanico,0
Differenza di potenziale elettrico,Energia potenziale,0
Accelerazione,Interazione gravitazionale,0
Magnetismo,Elettrone,0
Laser,Microscopio ottico,0
Accelerazione,Massa (fisica),0
Energia potenziale,Attrito,0
Posizione,Campo gravitazionale terrestre,0
Campo magnetico,Energia potenziale,0
Energia cinetica,Temperatura,0
Posizione,Energia potenziale elettrica,0
Distanza (matematica),Leva (fisica),0
Forza elettromotrice,Forza,1
Forza elettromotrice,Potenziale elettrico,0
Radiazione elettromagnetica,Spettro di emissione,0
Tensione (meccanica),Massa (fisica),0
Lunghezza,Equazione del moto,0
Condensatore (elettrotecnica),Laser,0
Diffrazione,Livello energetico,0
Velocità,Linea di campo,0
Interferenza (fisica),Principio di Huygens-Fresnel,0
Velocità,Legge di Snell,0
Energia potenziale elettrica,Fisica,1
Potenza (fisica),Lunghezza,0
Distanza (matematica),Equazione del moto,0
Accelerazione,Vettore (matematica),1
Lunghezza,Posizione,0
Ottica geometrica,Lunghezza d'onda,0
Spettro di emissione,Temperatura,0
Campo elettrico,Legge di gravitazione universale,0
Metro,Amperometro,0
Fisica,Lunghezza d'onda,0
Radiazione elettromagnetica,Interferenza (fisica),0
Lavoro (fisica),Attrito,0
Diffrazione,Onda trasversale,0
Forza elettromotrice,Campo elettrico,1
Lunghezza,Dispersione ottica,0
Spettro di emissione,Spettroscopia di assorbimento,0
Raggio luminoso,Onda trasversale,0
Lunghezza d'onda,Telescopio rifrattore,0
Onda d'urto (fluidodinamica),Fisica,1
Legge di Hooke,Distanza (matematica),0
Laser,Potenza (fisica),0
Elasticità (meccanica),Energia,0
Capacità elettrica,Energia potenziale,0
Sistema di riferimento inerziale,Urto elastico,0
Radiazione elettromagnetica,Lunghezza d'onda,0
Moto (fisica),Principi della dinamica,0
Forza,Accelerazione,0
Ottica geometrica,Indice di rifrazione,0
Lavoro (fisica),Principi della dinamica,0
Mezzo trasmissivo,Spettro elettromagnetico,0
Riflessione speculare,Raggio luminoso,1
Elasticità (meccanica),Rigidezza,0
Metro,Momento meccanico,0
Forza elettromotrice,Corrente elettrica,1
Elettrone,Potenziale elettrico,0
Urto,Distanza (matematica),0
Distanza (matematica),Interferenza (fisica),0
Moto (fisica),Interazione gravitazionale,0
Campo gravitazionale terrestre,Metro,0
Magnete,Bussola,0
Fisica,Campo gravitazionale,0
Lunghezza d'onda,Principio di Huygens-Fresnel,0
Energia,Elettrone,0
Campo (fisica),Campo magnetico,0
Rifrazione,Riflessione interna totale,0
Frattura (meccanica),Magnete,0
Fisica,Rigidezza,0
Urto anelastico,Elettrone,0
Energia,Spettro elettromagnetico,0
Spostamento (cinematica),Equazione del moto,0
Accelerazione di gravità,Attrito,0
Ampiezza,Effetto fotoelettrico,0
Campo magnetico,Radiazione elettromagnetica,0
Velocità,Lunghezza d'onda,0
Forza,Joule,0
Lavoro (fisica),Forza,1
Spettro elettromagnetico,Frequenza,1
Differenza di potenziale elettrico,Equazione del moto,0
Lunghezza,Vettore (matematica),0
Leva (fisica),Distanza (matematica),0
Campo elettrico,Distanza (matematica),0
Fisica,Attrito,0
Massa (fisica),Boom sonico,0
Diffrazione,Principio di Huygens-Fresnel,0
Campo elettrico,Onda,0
Energia potenziale,Chilogrammo,0
Riflessione (fisica),Riflessione speculare,0
Chilogrammo,Accelerazione,0
Lunghezza d'onda,Riflessione speculare,0
Elettrone,Urto anelastico,0
Livello energetico,Frequenza,0
Massa (fisica),Lunghezza,0
Ampiezza,Indice di rifrazione,0
Energia meccanica,Urto,0
Durezza,Grado di cristallinità,0
Velocità,Interferenza (fisica),0
Moto parabolico,Distanza (matematica),1
Legge di Hooke,Ampiezza,0
Frequenza,Interferenza (fisica),0
Campo elettrico,Energia potenziale,0
Riflessione (fisica),Luce,1
Energia,Indice di rifrazione,0
Moto parabolico,Fisica,1
Elettrone,Conduttore elettrico,0
Rigidezza,Lunghezza,0
Diffrazione,Raggio luminoso,0
Velocità,Campo gravitazionale terrestre,0
Effetto Doppler,Boom sonico,0
Forza di Coulomb,Radiazione elettromagnetica,0
Pianeta,Telescopio,0
Riflessione (fisica),Fisica,1
Energia,Frequenza,0
Accelerazione di gravità,Massa (fisica),1
Energia meccanica,Velocità,1
Onda,Forza,0
Raggio luminoso,Ottica geometrica,0
Interferenza (fisica),Spettro elettromagnetico,0
Forza,Energia,0
Luce,Hertz,0
Spostamento (cinematica),Legge di Hooke,0
Equazione del moto,Principi della dinamica,0
Campo (fisica),Ampiezza,0
Massa (fisica),Caduta libera,0
Attrito,Fisica,1
Effetto fotoelettrico,Spettro elettromagnetico,0
Campo (fisica),Spettro elettromagnetico,0
Moto (fisica),Sistema di riferimento inerziale,0
Bussola,Magnetismo,0
Principi della dinamica,Campo gravitazionale terrestre,0
Isolatore,Resistenza elettrica,0
Massa (fisica),Posizione,0
Equazione del moto,Campo magnetico,0
Potenziale elettrico,Differenza di potenziale elettrico,0
Metro,Campo elettrico,0
Rifrazione,Onda d'urto (fluidodinamica),0
Campo (fisica),Moto (fisica),0
Lunghezza,Forza,0
Interferenza (fisica),Velocità,0
Ampiezza,Onda,0
Boom sonico,Hertz,0
Isolante elettrico,Attrito,0
Effetto fotoelettrico,Fisica,1
Forza,Urto elastico,0
Rifrazione,Radiazione elettromagnetica,0
Fisica,Elettrostatica,0
Polo (elettrotecnica),Elettrone,0
Dispersione ottica,Elettrone,0
Energia meccanica,Campo magnetico,0
Lavoro (fisica),Distanza (matematica),1
Velocità,Tensione (meccanica),0
Linea di campo,Campo gravitazionale,0
Linea di campo,Campo elettrico,0
Legge di Snell,Telescopio rifrattore,0
Laser,Dispersione ottica,0
Lunghezza d'onda,Livello energetico,0
Spettro elettromagnetico,Forza,1
Sistema di riferimento inerziale,Velocità,0
Laser,Onda stazionaria,0
Colore,Dispersione ottica,0
Rifrazione,Spettroscopia di assorbimento,0
Hertz,Differenza di potenziale elettrico,0
Telescopio,Interferenza (fisica),0
Campo (fisica),Potenziale elettrico,0
Legge di Snell,Onda,1
Onda,Dispersione ottica,0
Caduta libera,Pianeta,0
Legge di Hooke,Metro,0
Forza,Magnete,0
Velocità,Ohm,0
Urto,Velocità,0
Momento meccanico,Magnete,0
Temperatura,Boom sonico,0
Energia,Lunghezza d'onda,0
Spostamento (cinematica),Energia meccanica,0
Campo gravitazionale,Onda,0
Campo elettrico,Energia potenziale elettrica,0
Urto anelastico,Urto,1
Energia potenziale elettrica,Differenza di potenziale elettrico,0
Luce,Sistema di riferimento inerziale,0
Onda,Lunghezza,0
Elettrone,Effetto fotoelettrico,0
Dispersione ottica,Laser,0
Vettore (matematica),Attrito,0
Forza,Rigidezza,0
Accelerazione di gravità,Campo gravitazionale terrestre,0
Campo magnetico,Linea di campo,0
Campo magnetico,Momento meccanico,0
Urto elastico,Velocità,1
Riflessione speculare,Isolante elettrico,0
Lunghezza d'onda,Elettrone,0
Ampiezza,Voltmetro,0
Potenziale elettrico,Distanza (matematica),1
Legge di Snell,Distanza (matematica),1
Magnetismo,Forza di Coulomb,0
Boom sonico,Onda d'urto (fluidodinamica),0
Ampiezza,Legge di Hooke,0
Resistenza meccanica,Frattura (meccanica),1
Campo elettrico,Campo magnetico,0
Riflessione (fisica),Specchio curvo,0
Accelerazione,Elettrone,0
Sistema di riferimento inerziale,Accelerazione,0
Energia,Equazione del moto,0
Fisica,Equazione del moto,0
Onda,Interferenza (fisica),0
Legge di gravitazione universale,Massa (fisica),0
Resistenza elettrica,Isolatore,0
Velocità,Energia,0
Campo gravitazionale,Campo (fisica),1
Forza di Coulomb,Legge di gravitazione universale,0
Massa (fisica),Spettroscopia di assorbimento,0
Attrito,Urto anelastico,0
Urto elastico,Energia potenziale,0
Chilogrammo,Campo gravitazionale terrestre,0
Effetto fotoelettrico,Accelerazione,0
Conduttore elettrico,Isolatore,0
Fisica,Elasticità (meccanica),0
Forza elettromotrice,Campo (fisica),1
Interferenza (fisica),Onda stazionaria,0
Ampiezza,Corrente elettrica,0
Forza di Coulomb,Energia potenziale elettrica,0
Lunghezza,Distanza (matematica),0
Lunghezza d'onda,Dispersione ottica,0
Telescopio,Lunghezza d'onda,0
Campo (fisica),Linea di campo,0
Telescopio rifrattore,Legge di Snell,0
Accelerazione di gravità,Energia,0
Campo gravitazionale,Fisica,1
Temperatura,Lunghezza d'onda,0
Elettrostatica,Energia potenziale elettrica,1
Legge di Hooke,Elasticità (meccanica),1
Dispersione ottica,Lunghezza d'onda,0
Resistenza elettrica,Energia,0
Elettroscopio,Differenza di potenziale elettrico,0
Lavoro (fisica),Pianeta,0
Spettro elettromagnetico,Sistema di riferimento,0
Riflessione interna totale,Legge di Snell,0
Telescopio,Pianeta,0
Elettrone,Laser,0
Principi della dinamica,Accelerazione,0
Indice di rifrazione,Distanza (matematica),1
Magnetismo,Campo magnetico,0
Dispersione ottica,Rifrazione,0
Legge di Hooke,Leva (fisica),0
Momento meccanico,Vettore (matematica),0
Radiazione elettromagnetica,Indice di rifrazione,0
Legge di Hooke,Energia potenziale,0
Campo elettrico,Campo (fisica),1
Energia cinetica,Moto (fisica),0
Energia,Campo gravitazionale,0
Forza,Campo elettrico,0
Elettrostatica,Posizione,1
Forza,Vettore (matematica),0
Magnete,Campo (fisica),0
Energia,Accelerazione di gravità,0
Campo magnetico,Coulomb,0
Radiazione elettromagnetica,Potenza (fisica),0
Forza,Campo gravitazionale,0
Magnetismo,Temperatura,0
Tensione (meccanica),Lunghezza,0
Elettrone,Attrito,0
Interazione gravitazionale,Equazione del moto,0
Isolatore,Condensatore (elettrotecnica),0
Microscopio ottico,Interferenza (fisica),0
Elettrone,Forza elettromotrice,0
Massa (fisica),Onda,0
Massa (fisica),Linea di campo,0
Campo elettrico,Legge di Hooke,0
Indice di rifrazione,Forza,0
Leva (fisica),Attrito,0
Velocità,Onda d'urto (fluidodinamica),0
Potenziale elettrico,Campo (fisica),1
Elettrone,Hertz,0
Elettrone,Differenza di potenziale elettrico,0
Fisica,Scorrimento viscoso,0
Coulomb,Differenza di potenziale elettrico,0
Campo gravitazionale terrestre,Sistema di riferimento non inerziale,0
Temperatura,Legge di Hooke,0
Energia meccanica,Lavoro (fisica),1
Energia potenziale elettrica,Distanza (matematica),1
Legge di Ohm,Forza elettromotrice,0
Elettroscopio,Potenziale elettrico,0
Indice di rifrazione,Radiazione elettromagnetica,0
Distanza (matematica),Dispersione ottica,0
Riflessione (fisica),Ingrandimento,0
Forza,Fatica (scienza dei materiali),0
Colore,Effetto fotoelettrico,0
Forza elettromotrice,Legge di Ohm,0
Spettro elettromagnetico,Rifrazione,0
Sistema di riferimento non inerziale,Forza,0
Legge di Hooke,Forza,1
Magnete,Isolante elettrico,0
Campo magnetico,Elettrone,0
Corrente elettrica,Resistenza elettrica,0
Onda,Velocità,0
Moto parabolico,Spostamento (cinematica),1
Spettro elettromagnetico,Radiazione elettromagnetica,1
Onda trasversale,Diffrazione,0
Spettro elettromagnetico,Spettroscopia di assorbimento,1
Spettroscopia di assorbimento,Campo magnetico,0
Durezza,Plasticità (fisica),1
Boom sonico,Energia,0
Legge di Hooke,Massa (fisica),0
Metro,Forza,0
Scorrimento viscoso,Frattura (meccanica),0
Campo (fisica),Isolante elettrico,0
Durezza,Frattura (meccanica),1
Campo gravitazionale terrestre,Campo magnetico,0
Energia meccanica,Posizione,1
Vettore (matematica),Lavoro (fisica),0
Fisica,Intensità acustica,0
Energia,Energia cinetica,0
Distanza (matematica),Sistema di riferimento inerziale,0
Leva (fisica),Distanza (matematica),0
Isolante elettrico,Momento meccanico,0
Energia,Resistenza elettrica,0
Moto (fisica),Onda,0
Corrente elettrica,Equazione del moto,0
Velocità,Vettore (matematica),0
Velocità,Rifrazione,0
Effetto fotoelettrico,Laser,0
Indice di rifrazione,Ampiezza,0
Fisica,Indice di rifrazione,0
Corrente elettrica,Campo (fisica),0
Effetto fotoelettrico,Colore,0
Massa (fisica),Potenziale elettrico,0
Forza,Momento meccanico,0
Luce,Pigmento,0
Legge di Hooke,Temperatura,0
Potenziale elettrico,Campo gravitazionale,0
Moto (fisica),Caduta libera,0
Elettrone,Onda,0
Joule,Energia meccanica,0
Moto parabolico,Energia,0
Moto (fisica),Campo (fisica),0
Sistema di riferimento,Fisica,1
Potenza (fisica),Fisica,1
Sistema di riferimento inerziale,Lunghezza,0
Energia,Rifrazione,0
Massa (fisica),Legge di gravitazione universale,0
Pianeta,Campo (fisica),0
Diffrazione,Laser,0
Capacità elettrica,Energia potenziale elettrica,0
Isolante elettrico,Corrente elettrica,1
Campo (fisica),Legge di gravitazione universale,0
Energia,Diffusione ottica,0
Elettrostatica,Forza di Coulomb,1
Fisica,Costante di gravitazione universale,0
Interferenza (fisica),Raggio luminoso,0
Pigmento,Mescolanza sottrattiva,0
Energia,Massa (fisica),0
Equazione del moto,Corrente elettrica,0
Magnete,Spettro elettromagnetico,0
Hertz,Lunghezza d'onda,0
Massa (fisica),Pianeta,0
Pianeta,Lavoro (fisica),0
Velocità,Posizione,0
Elettrone,Spettro elettromagnetico,0
Campo elettrico,Magnetismo,0
Moto (fisica),Distanza (matematica),0
Ampiezza,Lunghezza d'onda,0
Frequenza,Energia,0
Elettrone,Capacità elettrica,0
Accelerazione,Posizione,1
Isolatore,Corrente elettrica,1
Rigidezza,Scorrimento viscoso,0
Vettore (matematica),Energia meccanica,0
Spostamento (cinematica),Ampiezza,0
Campo (fisica),Forza di Coulomb,0
Chilogrammo,Lavoro (fisica),0
Magnete,Frattura (meccanica),0
Plasticità (fisica),Fatica (scienza dei materiali),0
Attrito,Lavoro (fisica),0
Distanza (matematica),Legge di Snell,0
Forza,Pianeta,0
Accelerazione,Effetto fotoelettrico,0
Spostamento (cinematica),Vettore (matematica),1
Lunghezza,Rifrazione,0
Forza,Capacità elettrica,0
Frequenza,Effetto fotoelettrico,0
Indice di rifrazione,Telescopio,0
Campo magnetico,Massa (fisica),0
Resistenza meccanica,Durezza,0
Potenziale elettrico,Interazione gravitazionale,0
Riflessione interna totale,Riflessione speculare,0
Onda,Elettrone,0
Energia potenziale elettrica,Energia,1
Microscopio ottico,Laser,0
Potenziale elettrico,Elettrone,0
Rigidezza,Elasticità (meccanica),0
Isolante elettrico,Dispersione ottica,0
Riflessione (fisica),Isolante elettrico,0
Isolatore,Elettrone,0
