Matrice elementare,Matrice identità,1
Dominio e codominio,Risoluzione di un'equazione,0
Divisione dei polinomi,Addizione,1
Intervallo (matematica),Numero reale,0
Numero razionale,Polinomio,0
Moltiplicazione,Numero intero,0
Matematica,Grado d'arco,0
Retta,Perpendicolarità,0
Numero reale,Seno (matematica),0
Matrice identità,Matrice,1
Angolo retto,Matematica,1
Numero reale,Associatività,0
Logaritmo,Logaritmo naturale,0
Equazione di secondo grado,Numero complesso,0
Glossario della simbologia matematica,Matematica,1
Equazione lineare,Numero reale,0
Numero naturale,Divisione (matematica),0
Aritmetica,Formula,0
Circonferenza unitaria,Retta,1
Perpendicolarità,Fuoco (geometria),0
Radice (matematica),Grafico di una funzione,0
Retta,Equazione lineare,0
Radicale (matematica),Razionalizzazione (matematica),0
Sommatoria,Matematica,1
Calcolo infinitesimale,Lavoro (fisica),0
Angolo,Angolo retto,0
Teorema dei seni,Angolo,1
Numero razionale,Insieme chiuso,0
Sottrazione,Moltiplicazione,0
Commutatività,Divisione (matematica),0
Funzione (matematica),Radice quadrata,0
Matematica,Calcolo infinitesimale,0
Teorema dei seni,Circonferenza,0
Matrice elementare,Diagonale principale,1
Numero complesso,Intervallo (matematica),0
Numero razionale,E (costante matematica),0
Determinante (algebra),Matrice,1
Funzione costante,Matematica,1
Identità (matematica),Matematica,1
Matematica,Coefficiente angolare,0
Risoluzione di un'equazione,Numero complesso,0
Teorema di Pitagora,Matematica,1
Seno (matematica),Reciproco,0
Piano (geometria),Sistema di riferimento cartesiano,0
Geometria,Angolo,0
Angolo,Matematica,1
Numero,Numero reale,0
Seno (matematica),Numero complesso,0
Retta,Moto circolare,0
Distanza (matematica),Insieme,0
Intervallo (matematica),Polinomio,0
Geometria analitica,Sistema di coordinate,1
Fuoco (geometria),Iperbole (geometria),0
Matematica,Dominio e codominio,0
Serie geometrica,Matematica,1
Matematica,Funzione trigonometrica,0
Teorema di Pitagora,Numero complesso,0
Campo vettoriale,Forza,0
Commutatività,Composizione di funzioni,0
Teorema delle radici razionali,Aritmetica,1
Diagonale principale,Moltiplicazione di matrici,0
Matematica,Tavola trigonometrica,0
Matematica,Eccentricità (matematica),0
Intervallo (matematica),Insieme aperto,0
Moltiplicazione di matrici,Diagonale principale,0
Numero,Criterio di Cartesio,0
Ellisse,Retta,1
Seno (matematica),Identità (matematica),0
Notazione scientifica,Moltiplicazione,0
Logaritmo,E (costante matematica),0
Radice (matematica),Geometria,0
Polinomio,Radicale (matematica),0
Circonferenza,Cono,0
Funzione trigonometrica inversa,Matematica,1
Base (algebra lineare),Numero,1
Sistema di coordinate,Numero,1
Matematica,Funzione cubica,0
Numero,Numero intero,0
Aritmetica,Coefficiente binomiale,0
Ampiezza,Forza,0
Equazione parametrica,Numero,1
Potenza (matematica),Logaritmo naturale,0
Numero complesso,Fattorizzazione,0
Circonferenza unitaria,Circonferenza,1
Teorema di Pitagora,Numero razionale,0
Numero naturale,Numero complesso,0
Distanza (matematica),Funzione (matematica),0
Logaritmo,Seno (matematica),0
Potenza (matematica),Composizione di funzioni,0
Numero,Numero negativo,0
Risoluzione di un'equazione,Matematica,1
Campo vettoriale,Immagine (matematica),0
Geometria,Edge,0
Matematica,Uguaglianza (matematica),0
Reciproco,Numero razionale,0
Radice (matematica),Dominio e codominio,1
Equazione di secondo grado,Funzione quadratica,0
Retta,Ellisse,0
Insieme aperto,Insieme vuoto,0
Equazione,Equazione algebrica,0
Radice quadrata,Algebra,1
Unione (insiemistica),Addizione,0
Divisione dei polinomi,Grafico di una funzione,0
Uguaglianza (matematica),Equazione lineare,0
Disuguaglianza,Numero intero,0
Sistema di coordinate,Quadrante (geometria analitica),0
Edge,Segmento,1
Rotazione (matematica),Geometria,1
Circonferenza unitaria,Matematica,1
Numero intero,Numero reale,0
Unione (insiemistica),Commutatività,0
Fattorizzazione,Matematica,1
Dominio e codominio,Sistema di riferimento cartesiano,0
Minore (algebra lineare),Determinante (algebra),1
Sistema di equazioni lineari,Geometria,1
Numero reale,Grafico di una funzione,0
Cono,Perpendicolarità,0
Geometria,Equazione,0
Funzione quadratica,Matematica,1
Sezione conica,Eccentricità (matematica),0
Circonferenza unitaria,Sistema di riferimento cartesiano,0
Identità (matematica),Funzione trigonometrica,0
Uguaglianza (matematica),Sistema di equazioni,0
Valore assoluto,Segno (matematica),1
Notazione scientifica,Sottrazione,0
Angolo,Geometria,1
Equazione di secondo grado,Uguaglianza (matematica),1
Fattorizzazione,Numero complesso,0
Logaritmo naturale,E (costante matematica),1
Numero razionale,Numero intero,0
Elemento inverso,Segno (matematica),1
Matematica,Mereologia,0
Potenza (matematica),Numero intero,0
Prodotto vettoriale,Matematica,1
Punto (geometria),Edge,0
Funzione cubica,Funzione (matematica),1
Settore circolare,Retta,1
Numero complesso,Logaritmo,0
Numero,Numeri pari e dispari,0
Geometria,Poligono,0
Numero naturale,Addizione,0
Matematica,Circonferenza,0
Geometria analitica,Angolo,1
Sistema di coordinate polari,Sistema di coordinate,1
Matematica,Formula,0
Quadrante (geometria analitica),Matematica,1
Polinomio,Aritmetica,1
Distributività,Divisione (matematica),0
Onda sinusoidale,Curva (matematica),1
Addizione,Funzioni pari e dispari,0
Numero,Sistema di riferimento cartesiano,0
Limite (matematica),Calcolo infinitesimale,1
Insieme,Insieme vuoto,0
Equazione,Risoluzione di un'equazione,0
Geometria analitica,Equazione,1
Triangolo rettangolo,Punto (geometria),1
Numero,Radicale (matematica),0
Moltiplicazione di matrici,Campo vettoriale,0
Reciproco,Divisione (matematica),1
Seno (matematica),Sistema di riferimento cartesiano,0
Numero negativo,Numero intero,0
Numero intero,Moltiplicazione,0
Geometria,Insieme chiuso,0
Moltiplicazione,Polinomio,0
Intervallo (matematica),Composizione di funzioni,0
Numero complesso,Divisione (matematica),0
Coefficiente angolare,Numero negativo,0
Numero reale,E (costante matematica),0
Numero complesso,Teorema fondamentale dell'algebra,0
Teorema delle radici razionali,Criterio di Cartesio,0
Formula,Aritmetica,0
Sottrazione,Aritmetica,1
Teorema fondamentale dell'algebra,Addizione,1
Composizione di funzioni,Numero naturale,0
Punto (geometria),Poligono,0
Coefficiente angolare,Matematica,1
Teorema delle radici razionali,Numero intero,1
Secante (geometria),Calcolo infinitesimale,0
Retta,Settore circolare,0
Numero reale,Numero razionale,0
Numero reale,Intervallo (matematica),0
E (costante matematica),Numero razionale,0
Teorema di Pitagora,Funzione (matematica),0
Parallelismo (geometria),Retta,1
Divisione (matematica),Notazione scientifica,0
Funzioni pari e dispari,Ampiezza,0
Numero intero,Teorema delle radici razionali,0
Sottrazione,Polinomio,0
Numero reale,Segno (matematica),0
Matematica,Rotazione (matematica),0
Polinomio,Intervallo (matematica),0
Equazione,Dominio e codominio,0
Addizione,Teorema delle radici razionali,0
Divisione per zero,Divisione (matematica),1
Matematica,Grafico di una funzione,0
Uguaglianza (matematica),Equazione algebrica,0
Notazione scientifica,Divisione (matematica),0
Risoluzione di un'equazione,Uguaglianza (matematica),1
Seno (matematica),Coefficiente angolare,0
Matematica,Edge,0
Matrice identità,Matrice elementare,0
Fattorizzazione,Numero,1
Grado d'arco,Settore circolare,0
Geometria,Vettore (matematica),0
Equazione,Geometria analitica,0
Dominio e codominio,Disuguaglianza,0
Sistema di coordinate,Sistema di riferimento cartesiano,0
Curva piana,Retta,1
Numero,Base (algebra lineare),0
Notazione scientifica,Logaritmo naturale,0
Distributività,Addizione,0
Matematica,Equazione differenziale,0
Teorema dei seni,Geometria,1
Distributività,Moltiplicazione,0
Ampiezza,Funzione periodica,0
Area,Geometria,0
Matematica,Fattorizzazione,0
Addizione,Numero reale,0
Numero reale,Sistema di equazioni lineari,0
Radice (matematica),Funzione costante,0
Funzione definita a tratti,Matematica,1
E (costante matematica),Numero complesso,0
Geometria,Curva (matematica),0
Logaritmo naturale,Notazione scientifica,0
Moltiplicazione,Teorema delle radici razionali,0
Equazione di secondo grado,Equazione,1
Circonferenza unitaria,Numero complesso,0
Cono,Area,0
Radice (matematica),Numero reale,0
Matematica,Moltiplicazione di matrici,0
Potenza (matematica),Numero razionale,0
Logaritmo,Numero intero,0
Grafico di una funzione,Geometria analitica,0
Cono,Geometria,1
Insieme,Numero complesso,0
Numero naturale,Numero reale,0
Matematica,Geometria analitica,0
Addizione,Divisione dei polinomi,0
Matrice quadrata,Determinante (algebra),0
Equazione di secondo grado,Seno (matematica),0
Angolo,Teorema dei seni,0
Coefficiente angolare,Grafico di una funzione,0
Numero complesso,Polinomio,0
Matematica,Sistema di coordinate polari,0
Poligono,Retta,1
Serie geometrica,Teorema di Pitagora,0
Numero,Moltiplicazione,0
Punto (geometria),Raggio (geometria),0
Numero naturale,Numero intero,0
Moto circolare,Circonferenza,1
Moltiplicazione,Minore (algebra lineare),0
Crescita esponenziale,Potenza (matematica),1
Notazione scientifica,Numero intero,0
Geometria,Segmento,0
Matematica,Curva (matematica),0
Matematica,Logaritmo naturale,0
Geometria,Geometria analitica,0
Uguaglianza (matematica),Teorema fondamentale dell'algebra,0
Geometria analitica,Piano (geometria),1
Crescita esponenziale,Moltiplicazione,1
Matematica,Segmento,0
Retta,Campo vettoriale,0
Sistema di coordinate,Campo vettoriale,0
Matematica,Sistema di equazioni,0
Equazione lineare,Numero complesso,0
Insieme,Distributività,0
Iperbole (geometria),Cono,0
Triangolo,Teorema dei seni,0
Curva (matematica),Matematica,1
Potenza (matematica),Insieme,0
Matematica,Corda (geometria),0
Matematica,Quadrato (algebra),0
Matrice,Moltiplicazione di matrici,0
Teorema delle radici razionali,Matematica,1
Funzioni pari e dispari,Numero reale,0
Numero,Sistema di equazioni,0
Retta,Teorema dei seni,0
Seno (matematica),Funzioni pari e dispari,0
Prodotto vettoriale,Moltiplicazione,1
Derivata,Secante (geometria),0
Moltiplicazione,Numero,1
Numero complesso,Numero reale,1
Numero,Somma vuota,0
Numero reale,Equazione lineare,0
Triangolo rettangolo,Angolo,1
Funzione (matematica),Disuguaglianza,0
Numero negativo,Sottrazione,0
Potenza (matematica),Notazione scientifica,0
Equazione di secondo grado,Decomposizione in fratti semplici,0
Equazione differenziale,Equazione,1
Divisione (matematica),Matematica,1
Eccentricità (matematica),Geometria,1
Insieme aperto,Insieme,1
Funzione definita a tratti,Massimo e minimo di una funzione,0
Seno (matematica),Potenza (matematica),0
Moltiplicazione,Notazione scientifica,0
Aritmetica,Teorema fondamentale dell'algebra,0
Derivata,Variabili dipendenti e indipendenti,0
Addizione,Funzione (matematica),0
Funzione quadratica,Grafico di una funzione,0
Risoluzione di un'equazione,Numero reale,0
Minore (algebra lineare),Moltiplicazione,0
Teorema delle radici razionali,Moltiplicazione,1
Coefficiente binomiale,Addizione,1
Angolo,Geometria analitica,0
Teorema delle radici razionali,Numero razionale,1
Teorema fondamentale dell'algebra,Numero,1
Serie,Serie geometrica,0
Insieme aperto,Intervallo (matematica),0
Teorema fondamentale dell'algebra,Algebra,1
Grafico di una funzione,Matematica,1
Iperbole (geometria),Geometria,0
Matematica,Secante (geometria),0
Numero complesso,Radice quadrata,0
Circonferenza,Sezione conica,0
Topologia prodotto,Matematica,1
Coefficiente angolare,Seno (matematica),0
Teorema dei seni,Retta,1
Equazione algebrica,Uguaglianza (matematica),1
Parallelismo (geometria),Matematica,1
Radice quadrata,Dominio e codominio,0
Composizione di funzioni,Intervallo (matematica),0
Geometria,Radice quadrata,0
Matematica,Circonferenza unitaria,0
Numero intero,Insieme,0
Sezione conica,Curva piana,0
Funzione (matematica),Funzione costante,0
E (costante matematica),Polinomio,0
Divisione (matematica),Numero razionale,0
Polinomio,Numero reale,0
Trigonometria,Teorema dei seni,0
Campo vettoriale,Geometria,0
Equazione lineare,Numero,1
Composizione di funzioni,Commutatività,0
Equazione,Numero intero,0
Numero complesso,Equazione,0
Numero naturale,Radice quadrata,0
Grado d'arco,Angolo,1
Intervallo (matematica),Numero complesso,0
Funzione razionale,Decomposizione in fratti semplici,0
Radice (matematica),Reciproco,0
Lunghezza,Geometria,0
Divisione (matematica),Polinomio,0
Numero reale,Logaritmo naturale,0
Numero complesso,Teorema di Pitagora,0
Funzione (matematica),Commutatività,0
Numero razionale,Potenza (matematica),0
Matematica,Immagine (matematica),0
Edge,Matematica,1
Distanza (matematica),Numero negativo,0
Radice (matematica),Matematica,1
Numero complesso,E (costante matematica),0
Divisione dei polinomi,Matematica,1
Numero intero,Intervallo (matematica),0
Notazione scientifica,Logaritmo,0
Sommatoria,Addizione,1
E (costante matematica),Logaritmo,0
Circonferenza,Sistema di coordinate,0
Matematica,Somma vuota,0
Polinomio,Numero razionale,0
Numeri pari e dispari,Dimostrazione matematica,0
Numero,Sistema numerico binario,0
Numero reale,Numero,1
Moltiplicazione,Addizione,0
Equazione,Polinomio,0
Addizione,Sommatoria,0
Base (algebra lineare),Algebra,1
Numero,Equazione parametrica,0
Funzioni pari e dispari,Dominio e codominio,0
Grafico di una funzione,Divisione dei polinomi,0
Settore circolare,Circonferenza,1
Angolo,Rettangolo,0
Numero,Distributività,0
Numero,Decomposizione in fratti semplici,0
Distributività,Numero reale,0
Dominio e codominio,Funzione trigonometrica inversa,0
Insieme,Insieme aperto,0
Aritmetica,Criterio di Cartesio,0
Calcolo infinitesimale,Matematica,1
Insieme chiuso,Unione (insiemistica),0
Quadrante (geometria analitica),Sistema di coordinate,1
Numero,Teorema delle radici razionali,0
Matrice quadrata,Matrice identità,0
Equazione di secondo grado,Geometria analitica,0
Criterio di Cartesio,Moltiplicazione,1
Polinomio,Potenza (matematica),0
Spostamento (cinematica),Retta,0
Divisione dei polinomi,Asintoto,0
Geometria,Seno (matematica),0
Risoluzione di un'equazione,Equazione di secondo grado,0
Sezione conica,Circonferenza,1
Sottrazione,Notazione scientifica,0
Equazione di secondo grado,Radicale (matematica),0
Moltiplicazione,Criterio di Cartesio,0
Monomio,Polinomio,0
Numero reale,Equazione di secondo grado,0
Geometria,Sezione conica,0
Radice quadrata,Teorema di Pitagora,0
Circonferenza,Secante (geometria),0
Divisione dei polinomi,Equazione di secondo grado,0
Risoluzione di un'equazione,Numero intero,0
Aritmetica,Polinomio,0
Curva (matematica),Circonferenza unitaria,0
Triangolo,Matematica,1
Aritmetica,Sommatoria,0
Risoluzione di un'equazione,Retta,0
Corda (geometria),Punto (geometria),1
Logaritmo naturale,Radice quadrata,0
Matematica,Equazione algebrica,0
Variabili dipendenti e indipendenti,Matematica,1
Fuoco (geometria),Matematica,1
Funzione (matematica),Potenza (matematica),0
Funzioni pari e dispari,Grafico di una funzione,0
Sistema di coordinate,Equazione,0
Equazione,Sistema di equazioni lineari,0
Numero intero,Numero negativo,0
Commutatività,Sottrazione,0
Diagonale principale,Matrice,1
Numero,Sistema di coordinate polari,0
Sommatoria,Numero,1
Derivata,Spostamento (cinematica),0
Moltiplicazione,Potenza (matematica),0
Poligono,Teorema dei seni,0
Fattorizzazione,Decomposizione in fratti semplici,0
Numero reale,Insieme vuoto,0
Area,Serie geometrica,0
Insieme vuoto,Insieme aperto,0
Minore (algebra lineare),Matrice,1
Matematica,Funzione definita a tratti,0
Circonferenza,Sistema di riferimento cartesiano,0
Logaritmo,Moltiplicazione,1
Risoluzione di un'equazione,Polinomio,0
Addizione,Numero naturale,0
Retta,Triangolo,0
Sottrazione,Numero intero,0
Numero reale,Teorema fondamentale dell'algebra,0
Teorema di Pitagora,Teorema dei seni,0
Forza,Lavoro (fisica),0
Geometria analitica,Intervallo (matematica),0
Aritmetica,Crescita esponenziale,0
Insieme,Risoluzione di un'equazione,0
Teorema di Pitagora,Circonferenza,0
Circonferenza unitaria,Numero reale,0
Insieme chiuso,Numero razionale,0
Moltiplicazione,Logaritmo,0
Numero razionale,Numero naturale,0
Numero,Logaritmo naturale,0
Matrice elementare,Determinante (algebra),0
Sottrazione,Numero complesso,0
Uguaglianza (matematica),Geometria analitica,0
Numero negativo,Disuguaglianza,0
Moltiplicazione,Moltiplicazione di matrici,0
Funzione (matematica),Equazione,0
Matrice,Matrice elementare,0
Funzione (matematica),Risoluzione di un'equazione,0
Curva (matematica),Sezione conica,0
Divisione (matematica),Numero intero,0
Numero negativo,Numero complesso,0
Immagine (matematica),Campo vettoriale,0
Associatività,Sottrazione,0
Cono,Circonferenza,1
Circonferenza,Numero razionale,0
Radice quadrata,Radicale (matematica),0
Segmento,Matematica,1
Funzione (matematica),Numero reale,0
Segmento,Raggio (geometria),0
Retta,Coefficiente angolare,0
Quadrato (algebra),Numero,1
Numero,Polo (analisi complessa),0
Numero complesso,Circonferenza unitaria,0
Numero complesso,Dominio e codominio,0
Moltiplicazione di matrici,Moltiplicazione,1
Calcolo infinitesimale,Spostamento (cinematica),0
Divisione dei polinomi,Fattorizzazione,0
Curva (matematica),Eccentricità (matematica),0
Insieme chiuso,Insieme aperto,0
Razionalizzazione (matematica),Numero complesso,0
Addizione,Decomposizione in fratti semplici,0
Coefficiente binomiale,Numero,1
Circonferenza unitaria,Potenza (matematica),0
Associatività,Unione (insiemistica),0
Matematica,Principio d'induzione,0
Funzione (matematica),Dominio e codominio,0
Grafico di una funzione,Funzioni pari e dispari,0
Funzione costante,Polinomio,0
Numero complesso,Grafico di una funzione,0
Geometria,Rettangolo,0
Risoluzione di un'equazione,Equazione lineare,0
Funzione razionale,Numero reale,0
Matematica,Teorema di Pitagora,0
Sistema di coordinate,Geometria analitica,0
Spostamento (cinematica),Derivata,0
Reciproco,Numero complesso,0
Logaritmo naturale,Numero,1
Quadrato (algebra),Numeri pari e dispari,0
Limite (matematica),Lavoro (fisica),0
Grafico di una funzione,Quadrante (geometria analitica),0
Raggio (geometria),Punto (geometria),1
Geometria,Sistema di equazioni lineari,0
Addizione,Numero intero,0
Insieme,Commutatività,0
Risoluzione di un'equazione,Numero razionale,0
Divisione dei polinomi,Teorema delle radici razionali,0
Spostamento (cinematica),Forza,0
Teorema di Pitagora,Serie geometrica,0
Matematica,Divisione per zero,0
Insieme,Potenza (matematica),0
Matematica,Funzione razionale,0
Sistema di coordinate,Sistema di coordinate polari,0
Numero reale,Equazione,0
Funzione trigonometrica,Identità (matematica),0
Numero reale,Reciproco,0
Divisione per zero,Matematica,1
Funzione trigonometrica inversa,Seno (matematica),1
Punto (geometria),Corda (geometria),0
